DateJour,AR_Ref,TotalSortie,TotalEntree,ValeurSortie,ValeurEntree,StockFinal,jour_semaine,mois,trimestre
2024-01-22,PH0045,4.1327,0.0,760.3866,0.0,1512.2418,0,1,1
2024-01-23,PH0045,2.4135,0.0,425.5848,0.0,1509.8283,1,1,1
2024-01-24,PH0045,8.2052,0.0,1495.003,0.0,1501.6231,2,1,1
2024-01-25,PH0045,4.1457,0.0,740.2852,0.0,1497.4774,3,1,1
2024-01-26,PH0045,1.3891,0.0,255.2468,0.0,1496.0883,4,1,1
2024-01-27,PH0045,7.6472,0.0,1459.0208,0.0,1488.4411,5,1,1
2024-01-28,PH0045,0.0,0.0,0.0,0.0,1488.4411,6,1,1
2024-01-29,PH0045,2.6682,0.0,511.1401,0.0,1485.7729,0,1,1
2024-01-30,PH0045,5.2296,0.0,995.1652,0.0,1480.5433,1,1,1
2024-01-31,PH0045,5.7927,0.0,1078.7925,0.0,1474.7506,2,1,1
2024-02-01,PH0045,6.8596,0.0,1310.0937,0.0,1467.891,3,2,1
2024-02-02,PH0045,2.4199,0.0,437.7943,0.0,1465.4711,4,2,1
2024-02-03,PH0045,9.2056,0.0,1740.0591,0.0,1456.2655,5,2,1
2024-02-04,PH0045,6.134,0.0,1177.8525,0.0,1450.1315,6,2,1
2024-02-05,PH0045,1.5281,0.0,274.0404,0.0,1448.6034,0,2,1
2024-02-06,PH0045,3.4541,0.0,672.6694,0.0,1445.1493,1,2,1
2024-02-07,PH0045,1.2023,0.0,236.6853,0.0,1443.947,2,2,1
2024-02-08,PH0045,5.3888,0.0,947.7487,0.0,1438.5582,3,2,1
2024-02-09,PH0045,0.0,0.0,0.0,0.0,1438.5582,4,2,1
2024-02-10,PH0045,2.9558,0.0,554.6547,0.0,1435.6024,5,2,1
2024-02-11,PH0045,7.4406,0.0,1449.4497,0.0,1428.1618,6,2,1
2024-02-12,PH0045,6.6392,0.0,1220.9661,0.0,1421.5226,0,2,1
2024-02-13,PH0045,7.1667,0.0,1409.1495,0.0,1414.3559,1,2,1
2024-02-14,PH0045,2.1064,0.0,375.7472,0.0,1412.2495,2,2,1
2024-02-15,PH0045,5.2545,0.0,1020.1549,0.0,1406.995,3,2,1
2024-02-16,PH0045,4.9551,0.0,892.7599,0.0,1402.0399,4,2,1
2024-02-17,PH0045,4.0019,0.0,760.8348,0.0,1398.038,5,2,1
2024-02-18,PH0045,0.0,0.0,0.0,0.0,1398.038,6,2,1
2024-02-19,PH0045,7.7386,0.0,1469.5276,0.0,1390.2994,0,2,1
2024-02-20,PH0045,7.2294,0.0,1311.5368,0.0,1383.07,1,2,1
2024-02-21,PH0045,3.6769,0.0,649.6715,0.0,1379.3931,2,2,1
2024-02-22,PH0045,1.9922,0.0,381.5491,0.0,1377.4009,3,2,1
2024-02-23,PH0045,0.0,0.0,0.0,0.0,1377.4009,4,2,1
2024-02-24,PH0045,1.7989,0.0,352.2732,0.0,1375.602,5,2,1
2024-02-25,PH0045,7.0039,0.0,1323.2538,0.0,1368.5981,6,2,1
2024-02-26,PH0045,4.9005,0.0,914.3892,0.0,1363.6976,0,2,1
2024-02-27,PH0045,2.8662,0.0,501.7243,0.0,1360.8314,1,2,1
2024-02-28,PH0045,3.1442,0.0,595.5976,0.0,1357.6872,2,2,1
2024-02-29,PH0045,3.1811,0.0,624.0701,0.0,1354.5061,3,2,1
2024-03-01,PH0045,4.9813,0.0,964.0405,0.0,1349.5248,4,3,1
2024-03-02,PH0045,5.7483,0.0,1018.1027,0.0,1343.7765,5,3,1
2024-03-03,PH0045,0.0,0.0,0.0,0.0,1343.7765,6,3,1
2024-03-04,PH0045,3.8829,0.0,713.168,0.0,1339.8936,0,3,1
2024-03-05,PH0045,3.8147,0.0,755.8035,0.0,1336.0789,1,3,1
2024-03-06,PH0045,4.6608,0.0,853.6661,0.0,1331.4181,2,3,1
2024-03-07,PH0045,7.9683,0.0,1556.8895,0.0,1323.4498,3,3,1
2024-03-08,PH0045,2.1712,0.0,421.5626,0.0,1321.2786,4,3,1
2024-03-09,PH0045,6.6131,0.0,1198.5437,0.0,1314.6655,5,3,1
2024-03-10,PH0045,0.0,0.0,0.0,0.0,1314.6655,6,3,1
2024-03-11,PH0045,4.3135,0.0,768.3905,0.0,1310.352,0,3,1
2024-03-12,PH0045,6.1644,0.0,1221.7027,0.0,1304.1876,1,3,1
2024-03-13,PH0045,4.4138,0.0,794.7833,0.0,1299.7738,2,3,1
2024-03-14,PH0045,6.4269,0.0,1123.264,0.0,1293.3469,3,3,1
2024-03-15,PH0045,2.7143,0.0,537.9479,0.0,1290.6326,4,3,1
2024-03-16,PH0045,7.0882,0.0,1237.918,0.0,1283.5444,5,3,1
2024-03-17,PH0045,0.0,0.0,0.0,0.0,1283.5444,6,3,1
2024-03-18,PH0045,6.7178,0.0,1337.3091,0.0,1276.8266,0,3,1
2024-03-19,PH0045,2.2214,0.0,400.6939,0.0,1274.6052,1,3,1
2024-03-20,PH0045,6.1228,0.0,1207.3604,0.0,1268.4824,2,3,1
2024-03-21,PH0045,8.5044,0.0,1592.6938,0.0,1259.978,3,3,1
2024-03-22,PH0045,3.3179,0.0,660.795,0.0,1256.6601,4,3,1
2024-03-23,PH0045,3.3646,0.0,627.2301,0.0,1253.2955,5,3,1
2024-03-24,PH0045,0.0,0.0,0.0,0.0,1253.2955,6,3,1
2024-03-25,PH0045,6.2127,0.0,1110.5611,0.0,1247.0828,0,3,1
2024-03-26,PH0045,2.3052,0.0,436.0966,0.0,1244.7776,1,3,1
2024-03-27,PH0045,3.2913,0.0,622.2871,0.0,1241.4863,2,3,1
2024-03-28,PH0045,1.1759,0.0,233.8642,0.0,1240.3104,3,3,1
2024-03-29,PH0045,4.3199,0.0,819.4898,0.0,1235.9905,4,3,1
2024-03-30,PH0045,4.9888,0.0,892.1691,0.0,1231.0017,5,3,1
2024-03-31,PH0045,0.0,0.0,0.0,0.0,1231.0017,6,3,1
2024-04-01,PH0045,5.6637,0.0,1070.0513,0.0,1225.338,0,4,2
2024-04-02,PH0045,2.5173,0.0,448.2997,0.0,1222.8207,1,4,2
2024-04-03,PH0045,7.837,0.0,1368.243,0.0,1214.9837,2,4,2
2024-04-04,PH0045,2.5451,0.0,472.8455,0.0,1212.4386,3,4,2
2024-04-05,PH0045,5.4366,0.0,949.9458,0.0,1207.002,4,4,2
2024-04-06,PH0045,6.5704,0.0,1262.8473,0.0,1200.4316,5,4,2
2024-04-07,PH0045,0.0,0.0,0.0,0.0,1200.4316,6,4,2
2024-04-08,PH0045,3.8405,0.0,726.6353,0.0,1196.5911,0,4,2
2024-04-09,PH0045,4.1251,0.0,768.5783,0.0,1192.466,1,4,2
2024-04-10,PH0045,1.7577,0.0,322.5677,0.0,1190.7083,2,4,2
2024-04-11,PH0045,5.4306,0.0,1064.895,0.0,1185.2777,3,4,2
2024-04-12,PH0045,0.0,0.0,0.0,0.0,1185.2777,4,4,2
2024-04-13,PH0045,7.0991,0.0,1343.3208,0.0,1178.1786,5,4,2
2024-04-14,PH0045,1.7988,0.0,344.8202,0.0,1176.3798,6,4,2
2024-04-15,PH0045,5.5871,0.0,0.0,0.0,1170.7927,0,4,2
2024-04-16,PH0045,3.9459,0.0,702.4231,0.0,1166.8468,1,4,2
2024-04-17,PH0045,3.5639,0.0,624.8896,0.0,1163.2829,2,4,2
2024-04-18,PH0045,6.4809,0.0,1167.1116,0.0,1156.802,3,4,2
2024-04-19,PH0045,4.955,0.0,875.8666,0.0,1151.847,4,4,2
2024-04-20,PH0045,5.9933,0.0,1114.7999,0.0,1145.8537,5,4,2
2024-04-21,PH0045,0.0,0.0,0.0,0.0,1145.8537,6,4,2
2024-04-22,PH0045,3.905,0.0,681.6545,0.0,1141.9487,0,4,2
2024-04-23,PH0045,4.586,0.0,891.3152,0.0,1137.3627,1,4,2
2024-04-24,PH0045,4.6077,0.0,802.1789,0.0,1132.755,2,4,2
2024-04-25,PH0045,7.5915,0.0,1489.3172,0.0,1125.1635,3,4,2
2024-04-26,PH0045,0.0,0.0,0.0,0.0,1125.1635,4,4,2
2024-04-27,PH0045,1.9733,0.0,389.1819,0.0,1123.1902,5,4,2
2024-04-28,PH0045,7.6687,0.0,1349.3093,0.0,1115.5215,6,4,2
2024-04-29,PH0045,5.1915,0.0,965.7903,0.0,1110.33,0,4,2
2024-04-30,PH0045,4.7002,0.0,0.0,0.0,1105.6298,1,4,2
2024-05-01,PH0045,4.7063,0.0,936.5335,0.0,1100.9235,2,5,2
2024-05-02,PH0045,4.8604,0.0,907.3798,0.0,1096.0631,3,5,2
2024-05-03,PH0045,0.0,0.0,0.0,0.0,1096.0631,4,5,2
2024-05-04,PH0045,9.6164,0.0,1676.5001,0.0,1086.4467,5,5,2
2024-05-05,PH0045,0.0,0.0,0.0,0.0,1086.4467,6,5,2
2024-05-06,PH0045,6.781,0.0,1325.2549,0.0,1079.6657,0,5,2
2024-05-07,PH0045,2.7576,0.0,516.7709,0.0,1076.9081,1,5,2
2024-05-08,PH0045,1.549,0.0,289.7682,0.0,1075.3591,2,5,2
2024-05-09,PH0045,3.5317,0.0,706.3453,0.0,1071.8274,3,5,2
2024-05-10,PH0045,6.3055,0.0,1248.2021,0.0,1065.5219,4,5,2
2024-05-11,PH0045,2.1914,0.0,389.9958,0.0,1063.3305,5,5,2
2024-05-12,PH0045,0.0,0.0,0.0,0.0,1063.3305,6,5,2
2024-05-13,PH0045,4.4599,0.0,820.858,0.0,1058.8706,0,5,2
2024-05-14,PH0045,1.8077,0.0,334.3996,0.0,1057.0629,1,5,2
2024-05-15,PH0045,4.4796,0.0,831.9755,0.0,1052.5833,2,5,2
2024-05-16,PH0045,3.7695,0.0,709.4007,0.0,1048.8138,3,5,2
2024-05-17,PH0045,6.0502,0.0,1193.4298,0.0,1042.7636,4,5,2
2024-05-18,PH0045,5.3756,0.0,1023.8862,0.0,1037.388,5,5,2
2024-05-19,PH0045,0.0,0.0,0.0,0.0,1037.388,6,5,2
2024-05-20,PH0045,2.3182,0.0,461.698,0.0,1035.0698,0,5,2
2024-05-21,PH0045,1.0449,0.0,203.1039,0.0,1034.0249,1,5,2
2024-05-22,PH0045,1.5045,0.0,270.4253,0.0,1032.5204,2,5,2
2024-05-23,PH0045,1.7407,0.0,324.4143,0.0,1030.7797,3,5,2
2024-05-24,PH0045,6.4379,0.0,1127.3033,0.0,1024.3418,4,5,2
2024-05-25,PH0045,3.8363,0.0,739.8377,0.0,1020.5055,5,5,2
2024-05-26,PH0045,4.074,0.0,750.9445,0.0,1016.4315,6,5,2
2024-05-27,PH0045,3.1226,0.0,546.6689,0.0,1013.3089,0,5,2
2024-05-28,PH0045,1.6085,0.0,312.7112,0.0,1011.7004,1,5,2
2024-05-29,PH0045,1.1516,0.0,229.8097,0.0,1010.5488,2,5,2
2024-05-30,PH0045,5.5955,0.0,977.3028,0.0,1004.9533,3,5,2
2024-05-31,PH0045,0.0,0.0,0.0,0.0,1004.9533,4,5,2
2024-06-01,PH0045,7.1085,0.0,1394.0159,0.0,997.8448,5,6,2
2024-06-02,PH0045,0.0,0.0,0.0,0.0,997.8448,6,6,2
2024-06-03,PH0045,1.2876,0.0,227.8471,0.0,996.5572,0,6,2
2024-06-04,PH0045,1.8369,0.0,353.5116,0.0,994.7203,1,6,2
2024-06-05,PH0045,7.9921,0.0,1406.572,0.0,986.7282,2,6,2
2024-06-06,PH0045,6.0106,0.0,1094.4353,0.0,980.7176,3,6,2
2024-06-07,PH0045,5.0179,0.0,961.943,0.0,975.6997,4,6,2
2024-06-08,PH0045,2.1006,0.0,418.6523,0.0,973.5991,5,6,2
2024-06-09,PH0045,0.0,0.0,0.0,0.0,973.5991,6,6,2
2024-06-10,PH0045,1.6577,0.0,325.3818,0.0,971.9414,0,6,2
2024-06-11,PH0045,3.5541,0.0,664.3512,0.0,968.3873,1,6,2
2024-06-12,PH0045,8.8643,0.0,1755.5152,0.0,959.523,2,6,2
2024-06-13,PH0045,3.832,0.0,748.0474,0.0,955.691,3,6,2
2024-06-14,PH0045,6.0805,0.0,1135.7103,0.0,949.6105,4,6,2
2024-06-15,PH0045,1.3597,0.0,251.4734,0.0,948.2508,5,6,2
2024-06-16,PH0045,0.0,0.0,0.0,0.0,948.2508,6,6,2
2024-06-17,PH0045,5.5658,0.0,1089.1798,0.0,942.685,0,6,2
2024-06-18,PH0045,7.6136,0.0,1510.8938,0.0,935.0714,1,6,2
2024-06-19,PH0045,6.5899,0.0,1173.7218,0.0,928.4815,2,6,2
2024-06-20,PH0045,7.5012,0.0,1451.1596,0.0,920.9803,3,6,2
2024-06-21,PH0045,8.033,0.0,1524.1814,0.0,912.9473,4,6,2
2024-06-22,PH0045,5.0016,0.0,894.6102,0.0,907.9457,5,6,2
2024-06-23,PH0045,0.0,0.0,0.0,0.0,907.9457,6,6,2
2024-06-24,PH0045,3.3258,0.0,655.3249,0.0,904.6199,0,6,2
2024-06-25,PH0045,4.4146,0.0,858.7607,0.0,900.2053,1,6,2
2024-06-26,PH0045,1.9731,0.0,343.8533,0.0,898.2322,2,6,2
2024-06-27,PH0045,5.5799,0.0,1036.5836,0.0,892.6523,3,6,2
2024-06-28,PH0045,3.0377,0.0,601.8905,0.0,889.6146,4,6,2
2024-06-29,PH0045,3.3671,0.0,598.0842,0.0,886.2475,5,6,2
2024-06-30,PH0045,0.0,0.0,0.0,0.0,886.2475,6,6,2
2024-07-01,PH0045,1.7869,0.0,0.0,0.0,884.4606,0,7,3
2024-07-02,PH0045,2.1107,0.0,405.9129,0.0,882.3499,1,7,3
2024-07-03,PH0045,2.3773,0.0,467.6781,0.0,879.9726,2,7,3
2024-07-04,PH0045,4.0448,0.0,802.5967,0.0,875.9278,3,7,3
2024-07-05,PH0045,1.2403,0.0,232.3113,0.0,874.6875,4,7,3
2024-07-06,PH0045,2.3876,0.0,452.2387,0.0,872.2999,5,7,3
2024-07-07,PH0045,4.9666,0.0,959.6097,0.0,867.3333,6,7,3
2024-07-08,PH0045,6.8795,0.0,1355.9928,0.0,860.4538,0,7,3
2024-07-09,PH0045,3.006,0.0,583.4868,0.0,857.4478,1,7,3
2024-07-10,PH0045,4.1069,0.0,735.7249,0.0,853.3409,2,7,3
2024-07-11,PH0045,1.5582,0.0,278.6093,0.0,851.7827,3,7,3
2024-07-12,PH0045,2.2036,0.0,412.3819,0.0,849.5791,4,7,3
2024-07-13,PH0045,9.0256,0.0,1642.5301,0.0,840.5535,5,7,3
2024-07-14,PH0045,0.0,0.0,0.0,0.0,840.5535,6,7,3
2024-07-15,PH0045,6.9164,0.0,1215.5587,0.0,833.6371,0,7,3
2024-07-16,PH0045,2.3956,0.0,437.0375,0.0,831.2415,1,7,3
2024-07-17,PH0045,4.1372,0.0,797.0167,0.0,827.1043,2,7,3
2024-07-18,PH0045,6.2722,0.0,1113.0489,0.0,820.8321,3,7,3
2024-07-19,PH0045,3.6708,0.0,0.0,0.0,817.1613,4,7,3
2024-07-20,PH0045,3.631,0.0,685.787,0.0,813.5303,5,7,3
2024-07-21,PH0045,0.0,0.0,0.0,0.0,813.5303,6,7,3
2024-07-22,PH0045,2.5172,0.0,492.2095,0.0,811.0131,0,7,3
2024-07-23,PH0045,2.6456,0.0,528.2107,0.0,808.3675,1,7,3
2024-07-24,PH0045,3.8914,0.0,778.452,0.0,804.4761,2,7,3
2024-07-25,PH0045,6.5531,0.0,1208.3156,0.0,797.923,3,7,3
2024-07-26,PH0045,4.4975,0.0,882.575,0.0,793.4255,4,7,3
2024-07-27,PH0045,1.692,0.0,318.217,0.0,791.7335,5,7,3
2024-07-28,PH0045,4.1626,0.0,814.4243,0.0,787.5709,6,7,3
2024-07-29,PH0045,6.0854,0.0,1087.007,0.0,781.4855,0,7,3
2024-07-30,PH0045,5.928,0.0,1033.8568,0.0,775.5575,1,7,3
2024-07-31,PH0045,1.2931,0.0,229.875,0.0,774.2644,2,7,3
2024-08-01,PH0045,6.7843,0.0,1276.5285,0.0,767.4801,3,8,3
2024-08-02,PH0045,5.534,0.0,966.7195,0.0,761.9461,4,8,3
2024-08-03,PH0045,4.8419,0.0,956.8805,0.0,757.1042,5,8,3
2024-08-04,PH0045,5.9097,0.0,1130.5504,0.0,751.1945,6,8,3
2024-08-05,PH0045,4.7652,0.0,939.5321,0.0,746.4293,0,8,3
2024-08-06,PH0045,3.0658,0.0,554.0906,0.0,743.3635,1,8,3
2024-08-07,PH0045,9.8298,0.0,1886.3347,0.0,733.5337,2,8,3
2024-08-08,PH0045,2.4451,0.0,473.345,0.0,731.0886,3,8,3
2024-08-09,PH0045,9.251,0.0,1779.5547,0.0,721.8376,4,8,3
2024-08-10,PH0045,5.3322,0.0,969.8109,0.0,716.5054,5,8,3
2024-08-11,PH0045,3.4902,0.0,615.6685,0.0,713.0152,6,8,3
2024-08-12,PH0045,5.7405,0.0,1052.0419,0.0,707.2747,0,8,3
2024-08-13,PH0045,3.4095,0.0,600.8238,0.0,703.8652,1,8,3
2024-08-14,PH0045,1.6266,0.0,292.5264,0.0,702.2386,2,8,3
2024-08-15,PH0045,3.6143,0.0,0.0,0.0,698.6243,3,8,3
2024-08-16,PH0045,4.1204,0.0,805.9622,0.0,694.5039,4,8,3
2024-08-17,PH0045,7.226,0.0,1419.5383,0.0,687.2779,5,8,3
2024-08-18,PH0045,0.0,0.0,0.0,0.0,687.2779,6,8,3
2024-08-19,PH0045,6.1642,0.0,1182.8773,0.0,681.1137,0,8,3
2024-08-20,PH0045,8.0104,0.0,1438.3907,0.0,673.1033,1,8,3
2024-08-21,PH0045,1.3318,0.0,254.4822,0.0,671.7715,2,8,3
2024-08-22,PH0045,2.7521,0.0,481.2765,0.0,669.0194,3,8,3
2024-08-23,PH0045,1.6,0.0,290.1134,0.0,667.4194,4,8,3
2024-08-24,PH0045,8.4822,0.0,1621.5379,0.0,658.9372,5,8,3
2024-08-25,PH0045,0.0,0.0,0.0,0.0,658.9372,6,8,3
2024-08-26,PH0045,7.1769,0.0,1263.4818,0.0,651.7603,0,8,3
2024-08-27,PH0045,2.8657,0.0,548.9458,0.0,648.8946,1,8,3
2024-08-28,PH0045,4.3708,0.0,873.8392,0.0,644.5238,2,8,3
2024-08-29,PH0045,1.6834,0.0,331.9739,0.0,642.8404,3,8,3
2024-08-30,PH0045,0.0,0.0,0.0,0.0,642.8404,4,8,3
2024-08-31,PH0045,7.6492,0.0,1369.1624,0.0,635.1912,5,8,3
2024-09-01,PH0045,0.0,0.0,0.0,0.0,635.1912,6,9,3
2024-09-02,PH0045,4.3539,0.0,822.6315,0.0,630.8373,0,9,3
2024-09-03,PH0045,7.0524,0.0,1235.2025,0.0,623.7849,1,9,3
2024-09-04,PH0045,2.2449,0.0,420.9922,0.0,621.54,2,9,3
2024-09-05,PH0045,7.1136,0.0,1412.2346,0.0,614.4264,3,9,3
2024-09-06,PH0045,5.779,0.0,1058.7978,0.0,608.6474,4,9,3
2024-09-07,PH0045,2.2775,0.0,435.2043,0.0,606.3699,5,9,3
2024-09-08,PH0045,3.3854,0.0,613.1433,0.0,602.9845,6,9,3
2024-09-09,PH0045,7.0005,0.0,1251.3254,0.0,595.984,0,9,3
2024-09-10,PH0045,3.477,0.0,673.4382,0.0,592.507,1,9,3
2024-09-11,PH0045,5.4894,0.0,967.6176,0.0,587.0176,2,9,3
2024-09-12,PH0045,4.8503,0.0,844.6002,0.0,582.1673,3,9,3
2024-09-13,PH0045,0.0,0.0,0.0,0.0,582.1673,4,9,3
2024-09-14,PH0045,2.9588,0.0,591.7405,0.0,579.2085,5,9,3
2024-09-15,PH0045,0.0,0.0,0.0,0.0,579.2085,6,9,3
2024-09-16,PH0045,4.5189,0.0,0.0,0.0,574.6896,0,9,3
2024-09-17,PH0045,2.1371,0.0,383.7631,0.0,572.5525,1,9,3
2024-09-18,PH0045,7.7663,0.0,1378.3272,0.0,564.7862,2,9,3
2024-09-19,PH0045,4.5908,0.0,893.8664,0.0,560.1954,3,9,3
2024-09-20,PH0045,3.0614,0.0,547.9052,0.0,557.134,4,9,3
2024-09-21,PH0045,3.5001,0.0,0.0,0.0,553.6339,5,9,3
2024-09-22,PH0045,0.0,0.0,0.0,0.0,553.6339,6,9,3
2024-09-23,PH0045,6.6886,0.0,1286.1308,0.0,546.9453,0,9,3
2024-09-24,PH0045,5.4902,0.0,1082.7718,0.0,541.4551,1,9,3
2024-09-25,PH0045,1.3788,0.0,250.8476,0.0,540.0763,2,9,3
2024-09-26,PH0045,2.8564,0.0,502.559,0.0,537.2199,3,9,3
2024-09-27,PH0045,6.3338,0.0,1139.279,0.0,530.8861,4,9,3
2024-09-28,PH0045,1.9011,0.0,339.6209,0.0,528.985,5,9,3
2024-09-29,PH0045,0.0,0.0,0.0,0.0,528.985,6,9,3
2024-09-30,PH0045,3.6596,0.0,711.9181,0.0,525.3254,0,9,3
2024-10-01,PH0045,4.1384,0.0,796.4934,0.0,521.187,1,10,4
2024-10-02,PH0045,4.7329,0.0,844.2609,0.0,516.4541,2,10,4
2024-10-03,PH0045,6.6089,0.0,1288.4123,0.0,509.8452,3,10,4
2024-10-04,PH0045,0.0,0.0,0.0,0.0,509.8452,4,10,4
2024-10-05,PH0045,4.3857,0.0,846.9028,0.0,505.4595,5,10,4
2024-10-06,PH0045,0.0,0.0,0.0,0.0,505.4595,6,10,4
2024-10-07,PH0045,9.7054,0.0,1885.6428,0.0,495.7541,0,10,4
2024-10-08,PH0045,3.0713,0.0,612.6552,0.0,492.6828,1,10,4
2024-10-09,PH0045,5.0044,0.0,992.5191,0.0,487.6784,2,10,4
2024-10-10,PH0045,4.9385,0.0,907.36,0.0,482.7399,3,10,4
2024-10-11,PH0045,7.1851,0.0,1397.2253,0.0,475.5548,4,10,4
2024-10-12,PH0045,7.2988,0.0,1333.8564,0.0,468.256,5,10,4
2024-10-13,PH0045,8.4409,0.0,1530.0608,0.0,459.8151,6,10,4
2024-10-14,PH0045,3.9104,0.0,732.2725,0.0,455.9047,0,10,4
2024-10-15,PH0045,3.3322,0.0,610.1861,0.0,452.5725,1,10,4
2024-10-16,PH0045,4.1954,0.0,745.5947,0.0,448.3771,2,10,4
2024-10-17,PH0045,7.3584,0.0,1352.3451,0.0,441.0187,3,10,4
2024-10-18,PH0045,1.7279,0.0,333.7978,0.0,439.2908,4,10,4
2024-10-19,PH0045,2.2001,0.0,418.9789,0.0,437.0907,5,10,4
2024-10-20,PH0045,0.0,0.0,0.0,0.0,437.0907,6,10,4
2024-10-21,PH0045,8.7353,0.0,1553.4971,0.0,428.3554,0,10,4
2024-10-22,PH0045,6.0997,0.0,1086.4304,0.0,422.2557,1,10,4
2024-10-23,PH0045,1.7263,0.0,328.9416,0.0,420.5294,2,10,4
2024-10-24,PH0045,8.0212,0.0,1527.2974,0.0,412.5082,3,10,4
2024-10-25,PH0045,0.0,0.0,0.0,0.0,412.5082,4,10,4
2024-10-26,PH0045,5.6703,0.0,1127.563,0.0,406.8379,5,10,4
2024-10-27,PH0045,0.0,0.0,0.0,0.0,406.8379,6,10,4
2024-10-28,PH0045,2.1863,0.0,421.4071,0.0,404.6516,0,10,4
2024-10-29,PH0045,4.0845,0.0,750.7911,0.0,400.5671,1,10,4
2024-10-30,PH0045,1.2328,0.0,232.691,0.0,399.3343,2,10,4
2024-10-31,PH0045,3.7587,0.0,679.641,0.0,395.5756,3,10,4
2024-11-01,PH0045,4.4381,0.0,815.3336,0.0,391.1375,4,11,4
2024-11-02,PH0045,1.0538,0.0,203.2829,0.0,390.0837,5,11,4
2024-11-03,PH0045,0.0,0.0,0.0,0.0,390.0837,6,11,4
2024-11-04,PH0045,3.0121,0.0,573.3707,0.0,387.0716,0,11,4
2024-11-05,PH0045,2.5173,0.0,495.4683,0.0,384.5543,1,11,4
2024-11-06,PH0045,0.9508,0.0,166.1099,0.0,383.6035,2,11,4
2024-11-07,PH0045,4.1827,0.0,734.6628,0.0,379.4208,3,11,4
2024-11-08,PH0045,1.2639,0.0,234.2982,0.0,378.1569,4,11,4
2024-11-09,PH0045,2.3428,0.0,460.8665,0.0,375.8141,5,11,4
2024-11-10,PH0045,0.0,0.0,0.0,0.0,375.8141,6,11,4
2024-11-11,PH0045,2.4183,0.0,451.3293,0.0,373.3958,0,11,4
2024-11-12,PH0045,1.4504,0.0,252.2347,0.0,371.9454,1,11,4
2024-11-13,PH0045,9.3367,0.0,1719.9705,0.0,362.6087,2,11,4
2024-11-14,PH0045,3.2311,0.0,639.7468,0.0,359.3776,3,11,4
2024-11-15,PH0045,0.0,0.0,0.0,0.0,359.3776,4,11,4
2024-11-16,PH0045,7.2113,0.0,1390.9242,0.0,352.1663,5,11,4
2024-11-17,PH0045,0.0,0.0,0.0,0.0,352.1663,6,11,4
2024-11-18,PH0045,1.851,0.0,351.5858,0.0,350.3153,0,11,4
2024-11-19,PH0045,5.787,0.0,1155.9955,0.0,344.5283,1,11,4
2024-11-20,PH0045,7.7796,0.0,1551.3028,0.0,336.7487,2,11,4
2024-11-21,PH0045,4.2444,0.0,840.6077,0.0,332.5043,3,11,4
2024-11-22,PH0045,2.2984,0.0,423.9337,0.0,330.2059,4,11,4
2024-11-23,PH0045,6.1968,0.0,1208.9399,0.0,324.0091,5,11,4
2024-11-24,PH0045,6.322,0.0,1222.5376,0.0,317.6871,6,11,4
2024-11-25,PH0045,9.4448,0.0,1665.0767,0.0,308.2423,0,11,4
2024-11-26,PH0045,1.7833,0.0,348.4977,0.0,306.459,1,11,4
2024-11-27,PH0045,4.3729,0.0,768.9369,0.0,302.0861,2,11,4
2024-11-28,PH0045,5.748,0.0,1015.0204,0.0,296.3381,3,11,4
2024-11-29,PH0045,3.243,0.0,618.1067,0.0,293.0951,4,11,4
2024-11-30,PH0045,4.6759,0.0,900.3894,0.0,288.4192,5,11,4
2024-12-01,PH0045,0.0,0.0,0.0,0.0,288.4192,6,12,4
2024-12-02,PH0045,4.5665,0.0,886.1179,0.0,283.8527,0,12,4
2024-12-03,PH0045,6.8796,0.0,1209.5231,0.0,276.9731,1,12,4
2024-12-04,PH0045,5.0597,0.0,1008.208,0.0,271.9134,2,12,4
2024-12-05,PH0045,6.5161,0.0,1225.666,0.0,265.3973,3,12,4
2024-12-06,PH0045,6.0806,0.0,1072.4397,0.0,259.3167,4,12,4
2024-12-07,PH0045,1.8079,0.0,352.6564,0.0,257.5088,5,12,4
2024-12-08,PH0045,7.6652,0.0,1526.5077,0.0,249.8436,6,12,4
2024-12-09,PH0045,2.6782,0.0,498.695,0.0,247.1654,0,12,4
2024-12-10,PH0045,7.7703,0.0,1393.8061,0.0,239.3951,1,12,4
2024-12-11,PH0045,4.8226,0.0,947.4239,0.0,234.5725,2,12,4
2024-12-12,PH0045,4.2373,0.0,831.4426,0.0,230.3352,3,12,4
2024-12-13,PH0045,2.394,0.0,444.1981,0.0,227.9412,4,12,4
2024-12-14,PH0045,1.6929,0.0,312.6781,0.0,226.2483,5,12,4
2024-12-15,PH0045,0.0,0.0,0.0,0.0,226.2483,6,12,4
2024-12-16,PH0045,5.4182,0.0,958.5105,0.0,220.8301,0,12,4
2024-12-17,PH0045,5.4067,0.0,1008.8794,0.0,215.4234,1,12,4
2024-12-18,PH0045,4.358,0.0,0.0,0.0,211.0654,2,12,4
2024-12-19,PH0045,5.7332,0.0,1142.6514,0.0,205.3322,3,12,4
2024-12-20,PH0045,0.0,0.0,0.0,0.0,205.3322,4,12,4
2024-12-21,PH0045,2.7244,0.0,535.6162,0.0,202.6078,5,12,4
2024-12-22,PH0045,4.2794,0.0,772.2143,0.0,198.3284,6,12,4
2024-12-23,PH0045,1.7827,0.0,337.7682,0.0,196.5457,0,12,4
2024-12-24,PH0045,3.9954,0.0,783.2618,0.0,192.5503,1,12,4
