ds,AR_Ref,AR_Design,FA_CodeFamille,FA_Intitule,y,StockFinal,jour_semaine,mois,trimestre,annee,is_weekend,is_fin_mois,is_debut_mois
2025-01-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,31.4431,352.0023,5,1,1,2025,1,0,1
2025-01-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,352.0023,6,1,1,2025,1,0,1
2025-01-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.6534,334.3489,0,1,1,2025,0,0,0
2025-01-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,20.1435,314.2054,1,1,1,2025,0,0,0
2025-01-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,42.3442,271.8612,2,1,1,2025,0,0,0
2025-01-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,12.8779,258.9833,3,1,1,2025,0,0,0
2025-01-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,258.9833,4,1,1,2025,0,0,0
2025-01-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,27.975,231.0083,5,1,1,2025,1,0,0
2025-01-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,231.0083,6,1,1,2025,1,0,0
2025-01-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,20.3555,210.6528,0,1,1,2025,0,0,0
2025-01-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,35.0764,175.5764,1,1,1,2025,0,0,0
2025-01-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,28.1115,147.4649,2,1,1,2025,0,0,0
2025-01-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,8.9467,138.5182,3,1,1,2025,0,0,0
2025-01-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.1228,121.3954,4,1,1,2025,0,0,0
2025-01-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,27.4445,93.9509,5,1,1,2025,1,0,0
2025-01-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,93.9509,6,1,1,2025,1,0,0
2025-01-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,14.5132,79.4377,0,1,1,2025,0,0,0
2025-01-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,28.2451,51.1926,1,1,1,2025,0,0,0
2025-01-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,26.5395,24.6531,2,1,1,2025,0,0,0
2025-01-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,24.6531,0.0,3,1,1,2025,0,0,0
2025-01-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,1,1,2025,0,0,0
2025-01-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,5,1,1,2025,1,1,0
2025-01-26,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,1,1,2025,1,1,0
2025-01-27,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,1,1,2025,0,1,0
2025-01-28,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,1,1,1,2025,0,1,0
2025-01-29,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,2,1,1,2025,0,1,0
2025-01-30,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,3,1,1,2025,0,1,0
2025-01-31,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,1,1,2025,0,1,0
2025-02-01,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,5,2,1,2025,1,0,1
2025-02-02,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,2,1,2025,1,0,1
2025-02-03,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,2,1,2025,0,0,1
2025-02-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,1,2,1,2025,0,0,1
2025-02-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,10.6574,640.3426,2,2,1,2025,0,0,1
2025-02-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,7.7503,632.5923,3,2,1,2025,0,0,0
2025-02-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,632.5923,4,2,1,2025,0,0,0
2025-02-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,9.5796,623.0127,5,2,1,2025,1,0,0
2025-02-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,623.0127,6,2,1,2025,1,0,0
2025-02-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,30.0335,592.9792,0,2,1,2025,0,0,0
2025-02-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,22.8855,570.0937,1,2,1,2025,0,0,0
2025-02-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,34.5038,535.5899,2,2,1,2025,0,0,0
2025-02-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,34.2048,501.3851,3,2,1,2025,0,0,0
2025-02-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,501.3851,4,2,1,2025,0,0,0
2025-02-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,28.4989,472.8862,5,2,1,2025,1,0,0
2025-02-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,14.3149,458.5713,6,2,1,2025,1,0,0
2025-02-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,11.8809,446.6904,0,2,1,2025,0,0,0
2025-02-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,15.8876,430.8028,1,2,1,2025,0,0,0
2025-02-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,22.7951,408.0077,2,2,1,2025,0,0,0
2025-02-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,14.3135,393.6942,3,2,1,2025,0,0,0
2025-02-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,24.7861,368.9081,4,2,1,2025,0,0,0
2025-02-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,19.5898,349.3183,5,2,1,2025,1,0,0
2025-02-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,349.3183,6,2,1,2025,1,0,0
2025-02-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,31.1321,318.1862,0,2,1,2025,0,0,0
2025-02-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,40.5007,277.6855,1,2,1,2025,0,1,0
2025-02-26,PH0025,Perméthrine Lotion,DERMA,Dermatologie,15.8038,261.8817,2,2,1,2025,0,1,0
2025-02-27,PH0025,Perméthrine Lotion,DERMA,Dermatologie,35.3733,226.5084,3,2,1,2025,0,1,0
2025-02-28,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,226.5084,4,2,1,2025,0,1,0
2025-03-01,PH0025,Perméthrine Lotion,DERMA,Dermatologie,32.9087,193.5997,5,3,1,2025,1,0,1
2025-03-02,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,193.5997,6,3,1,2025,1,0,1
2025-03-03,PH0025,Perméthrine Lotion,DERMA,Dermatologie,30.4325,163.1672,0,3,1,2025,0,0,1
2025-03-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,14.0407,149.1265,1,3,1,2025,0,0,1
2025-03-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,24.6924,124.4341,2,3,1,2025,0,0,1
2025-03-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,28.0163,96.4178,3,3,1,2025,0,0,0
2025-03-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,13.1661,83.2517,4,3,1,2025,0,0,0
2025-03-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,11.3421,71.9096,5,3,1,2025,1,0,0
2025-03-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,71.9096,6,3,1,2025,1,0,0
2025-03-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,38.5297,33.3799,0,3,1,2025,0,0,0
2025-03-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,32.4173,0.9626,1,3,1,2025,0,0,0
2025-03-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.9626,0.0,2,3,1,2025,0,0,0
2025-03-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,3,3,1,2025,0,0,0
2025-03-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,3,1,2025,0,0,0
2025-03-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,5,3,1,2025,1,0,0
2025-03-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,3,1,2025,1,0,0
2025-03-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,3,1,2025,0,0,0
2025-03-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,1,3,1,2025,0,0,0
2025-03-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,2,3,1,2025,0,0,0
2025-03-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,3,3,1,2025,0,0,0
2025-03-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,3,1,2025,0,0,0
2025-03-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,5,3,1,2025,1,0,0
2025-03-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,3,1,2025,1,0,0
2025-03-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,3,1,2025,0,0,0
2025-03-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,11.4569,784.5431,1,3,1,2025,0,1,0
2025-03-26,PH0025,Perméthrine Lotion,DERMA,Dermatologie,8.2856,776.2575,2,3,1,2025,0,1,0
2025-03-27,PH0025,Perméthrine Lotion,DERMA,Dermatologie,31.6703,744.5872,3,3,1,2025,0,1,0
2025-03-28,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,744.5872,4,3,1,2025,0,1,0
2025-03-29,PH0025,Perméthrine Lotion,DERMA,Dermatologie,15.8973,728.6899,5,3,1,2025,1,1,0
2025-03-30,PH0025,Perméthrine Lotion,DERMA,Dermatologie,11.9305,716.7594,6,3,1,2025,1,1,0
2025-03-31,PH0025,Perméthrine Lotion,DERMA,Dermatologie,13.4836,703.2758,0,3,1,2025,0,1,0
2025-04-01,PH0025,Perméthrine Lotion,DERMA,Dermatologie,29.2104,674.0654,1,4,2,2025,0,0,1
2025-04-02,PH0025,Perméthrine Lotion,DERMA,Dermatologie,27.9374,646.128,2,4,2,2025,0,0,1
2025-04-03,PH0025,Perméthrine Lotion,DERMA,Dermatologie,19.6418,626.4862,3,4,2,2025,0,0,1
2025-04-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,26.9811,599.5051,4,4,2,2025,0,0,1
2025-04-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,23.3096,576.1955,5,4,2,2025,1,0,1
2025-04-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,576.1955,6,4,2,2025,1,0,0
2025-04-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,13.7143,562.4812,0,4,2,2025,0,0,0
2025-04-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,9.0637,553.4175,1,4,2,2025,0,0,0
2025-04-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,24.8802,528.5373,2,4,2,2025,0,0,0
2025-04-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,15.1907,513.3466,3,4,2,2025,0,0,0
2025-04-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,21.0613,492.2853,4,4,2,2025,0,0,0
2025-04-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,28.7668,463.5185,5,4,2,2025,1,0,0
2025-04-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,463.5185,6,4,2,2025,1,0,0
2025-04-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,12.8702,450.6483,0,4,2,2025,0,0,0
2025-04-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,43.2547,407.3936,1,4,2,2025,0,0,0
2025-04-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,36.3843,371.0093,2,4,2,2025,0,0,0
2025-04-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,27.876,343.1333,3,4,2,2025,0,0,0
2025-04-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,343.1333,4,4,2,2025,0,0,0
2025-04-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,29.59,313.5433,5,4,2,2025,1,0,0
2025-04-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,313.5433,6,4,2,2025,1,0,0
2025-04-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,23.9782,289.5651,0,4,2,2025,0,0,0
2025-04-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,22.0835,267.4816,1,4,2,2025,0,0,0
2025-04-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,32.8945,234.5871,2,4,2,2025,0,0,0
2025-04-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,35.5585,199.0286,3,4,2,2025,0,0,0
2025-04-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,41.5663,157.4623,4,4,2,2025,0,1,0
2025-04-26,PH0025,Perméthrine Lotion,DERMA,Dermatologie,31.3044,126.1579,5,4,2,2025,1,1,0
2025-04-27,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,126.1579,6,4,2,2025,1,1,0
2025-04-28,PH0025,Perméthrine Lotion,DERMA,Dermatologie,29.9723,96.1856,0,4,2,2025,0,1,0
2025-04-29,PH0025,Perméthrine Lotion,DERMA,Dermatologie,29.256,66.9296,1,4,2,2025,0,1,0
2025-04-30,PH0025,Perméthrine Lotion,DERMA,Dermatologie,27.8317,39.0979,2,4,2,2025,0,1,0
2025-05-01,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.3895,21.7084,3,5,2,2025,0,0,1
2025-05-02,PH0025,Perméthrine Lotion,DERMA,Dermatologie,15.9145,5.7939,4,5,2,2025,0,0,1
2025-05-03,PH0025,Perméthrine Lotion,DERMA,Dermatologie,5.7939,0.0,5,5,2,2025,1,0,1
2025-05-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,5,2,2025,1,0,1
2025-05-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,5,2,2025,0,0,1
2025-05-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,1,5,2,2025,0,0,0
2025-05-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,2,5,2,2025,0,0,0
2025-05-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,3,5,2,2025,0,0,0
2025-05-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,5,2,2025,0,0,0
2025-05-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,5,5,2,2025,1,0,0
2025-05-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,5,2,2025,1,0,0
2025-05-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,5,2,2025,0,0,0
2025-05-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,1,5,2,2025,0,0,0
2025-05-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,2,5,2,2025,0,0,0
2025-05-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,3,5,2,2025,0,0,0
2025-05-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,5,2,2025,0,0,0
2025-05-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,5,5,2,2025,1,0,0
2025-05-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,5,2,2025,1,0,0
2025-05-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,27.9804,559.0196,0,5,2,2025,0,0,0
2025-05-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,20.8991,538.1205,1,5,2,2025,0,0,0
2025-05-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,18.9874,519.1331,2,5,2,2025,0,0,0
2025-05-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,21.1366,497.9965,3,5,2,2025,0,0,0
2025-05-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,497.9965,4,5,2,2025,0,0,0
2025-05-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,10.3729,487.6236,5,5,2,2025,1,0,0
2025-05-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,487.6236,6,5,2,2025,1,1,0
2025-05-26,PH0025,Perméthrine Lotion,DERMA,Dermatologie,20.4283,467.1953,0,5,2,2025,0,1,0
2025-05-27,PH0025,Perméthrine Lotion,DERMA,Dermatologie,7.298,459.8973,1,5,2,2025,0,1,0
2025-05-28,PH0025,Perméthrine Lotion,DERMA,Dermatologie,19.7748,440.1225,2,5,2,2025,0,1,0
2025-05-29,PH0025,Perméthrine Lotion,DERMA,Dermatologie,28.3744,411.7481,3,5,2,2025,0,1,0
2025-05-30,PH0025,Perméthrine Lotion,DERMA,Dermatologie,20.2912,391.4569,4,5,2,2025,0,1,0
2025-05-31,PH0025,Perméthrine Lotion,DERMA,Dermatologie,14.8766,376.5803,5,5,2,2025,1,1,0
2025-06-01,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,376.5803,6,6,2,2025,1,0,1
2025-06-02,PH0025,Perméthrine Lotion,DERMA,Dermatologie,10.2749,366.3054,0,6,2,2025,0,0,1
2025-06-03,PH0025,Perméthrine Lotion,DERMA,Dermatologie,14.1739,352.1315,1,6,2,2025,0,0,1
2025-06-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,35.9854,316.1461,2,6,2,2025,0,0,1
2025-06-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,13.2218,302.9243,3,6,2,2025,0,0,1
2025-06-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,37.3392,265.5851,4,6,2,2025,0,0,0
2025-06-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,22.3179,243.2672,5,6,2,2025,1,0,0
2025-06-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,243.2672,6,6,2,2025,1,0,0
2025-06-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.6178,225.6494,0,6,2,2025,0,0,0
2025-06-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,16.8233,208.8261,1,6,2,2025,0,0,0
2025-06-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,30.6464,178.1797,2,6,2,2025,0,0,0
2025-06-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,29.4616,148.7181,3,6,2,2025,0,0,0
2025-06-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,36.601,112.1171,4,6,2,2025,0,0,0
2025-06-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,16.7166,95.4005,5,6,2,2025,1,0,0
2025-06-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,95.4005,6,6,2,2025,1,0,0
2025-06-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,16.6763,78.7242,0,6,2,2025,0,0,0
2025-06-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,22.5469,56.1773,1,6,2,2025,0,0,0
2025-06-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,23.4374,32.7399,2,6,2,2025,0,0,0
2025-06-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,9.5135,23.2264,3,6,2,2025,0,0,0
2025-06-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,8.9605,14.2659,4,6,2,2025,0,0,0
2025-06-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,14.2659,0.0,5,6,2,2025,1,0,0
2025-06-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,6,2,2025,1,0,0
2025-06-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,6,2,2025,0,0,0
2025-06-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,1,6,2,2025,0,0,0
2025-06-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,2,6,2,2025,0,1,0
2025-06-26,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,3,6,2,2025,0,1,0
2025-06-27,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,6,2,2025,0,1,0
2025-06-28,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,5,6,2,2025,1,1,0
2025-06-29,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,6,2,2025,1,1,0
2025-06-30,PH0025,Perméthrine Lotion,DERMA,Dermatologie,29.542,638.458,0,6,2,2025,0,1,0
2025-07-01,PH0025,Perméthrine Lotion,DERMA,Dermatologie,13.4514,625.0066,1,7,3,2025,0,0,1
2025-07-02,PH0025,Perméthrine Lotion,DERMA,Dermatologie,12.5802,612.4264,2,7,3,2025,0,0,1
2025-07-03,PH0025,Perméthrine Lotion,DERMA,Dermatologie,36.6825,575.7439,3,7,3,2025,0,0,1
2025-07-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,18.7806,556.9633,4,7,3,2025,0,0,1
2025-07-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.8579,539.1054,5,7,3,2025,1,0,1
2025-07-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,32.9244,506.181,6,7,3,2025,1,0,0
2025-07-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,11.3145,494.8665,0,7,3,2025,0,0,0
2025-07-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.2611,477.6054,1,7,3,2025,0,0,0
2025-07-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.7177,459.8877,2,7,3,2025,0,0,0
2025-07-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,6.673,453.2147,3,7,3,2025,0,0,0
2025-07-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,30.5625,422.6522,4,7,3,2025,0,0,0
2025-07-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,24.0195,398.6327,5,7,3,2025,1,0,0
2025-07-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,12.6078,386.0249,6,7,3,2025,1,0,0
2025-07-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,34.7632,351.2617,0,7,3,2025,0,0,0
2025-07-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,12.3976,338.8641,1,7,3,2025,0,0,0
2025-07-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,13.8615,325.0026,2,7,3,2025,0,0,0
2025-07-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,36.5122,288.4904,3,7,3,2025,0,0,0
2025-07-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,16.9966,271.4938,4,7,3,2025,0,0,0
2025-07-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,9.8375,261.6563,5,7,3,2025,1,0,0
2025-07-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,261.6563,6,7,3,2025,1,0,0
2025-07-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,26.9777,234.6786,0,7,3,2025,0,0,0
2025-07-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,17.2529,217.4257,1,7,3,2025,0,0,0
2025-07-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,28.0328,189.3929,2,7,3,2025,0,0,0
2025-07-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,26.2615,163.1314,3,7,3,2025,0,0,0
2025-07-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,163.1314,4,7,3,2025,0,1,0
2025-07-26,PH0025,Perméthrine Lotion,DERMA,Dermatologie,39.6442,123.4872,5,7,3,2025,1,1,0
2025-07-27,PH0025,Perméthrine Lotion,DERMA,Dermatologie,23.5156,99.9716,6,7,3,2025,1,1,0
2025-07-28,PH0025,Perméthrine Lotion,DERMA,Dermatologie,10.6948,89.2768,0,7,3,2025,0,1,0
2025-07-29,PH0025,Perméthrine Lotion,DERMA,Dermatologie,16.1346,73.1422,1,7,3,2025,0,1,0
2025-07-30,PH0025,Perméthrine Lotion,DERMA,Dermatologie,30.8375,42.3047,2,7,3,2025,0,1,0
2025-07-31,PH0025,Perméthrine Lotion,DERMA,Dermatologie,25.1079,17.1968,3,7,3,2025,0,1,0
2025-08-01,PH0025,Perméthrine Lotion,DERMA,Dermatologie,9.458,7.7388,4,8,3,2025,0,0,1
2025-08-02,PH0025,Perméthrine Lotion,DERMA,Dermatologie,7.7388,0.0,5,8,3,2025,1,0,1
2025-08-03,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,6,8,3,2025,1,0,1
2025-08-04,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,0,8,3,2025,0,0,1
2025-08-05,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,1,8,3,2025,0,0,1
2025-08-06,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,2,8,3,2025,0,0,0
2025-08-07,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,3,8,3,2025,0,0,0
2025-08-08,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,0.0,4,8,3,2025,0,0,0
2025-08-09,PH0025,Perméthrine Lotion,DERMA,Dermatologie,39.0069,618.9931,5,8,3,2025,1,0,0
2025-08-10,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,618.9931,6,8,3,2025,1,0,0
2025-08-11,PH0025,Perméthrine Lotion,DERMA,Dermatologie,18.8036,600.1895,0,8,3,2025,0,0,0
2025-08-12,PH0025,Perméthrine Lotion,DERMA,Dermatologie,16.2119,583.9776,1,8,3,2025,0,0,0
2025-08-13,PH0025,Perméthrine Lotion,DERMA,Dermatologie,10.899,573.0786,2,8,3,2025,0,0,0
2025-08-14,PH0025,Perméthrine Lotion,DERMA,Dermatologie,10.473,562.6056,3,8,3,2025,0,0,0
2025-08-15,PH0025,Perméthrine Lotion,DERMA,Dermatologie,11.5238,551.0818,4,8,3,2025,0,0,0
2025-08-16,PH0025,Perméthrine Lotion,DERMA,Dermatologie,12.9494,538.1324,5,8,3,2025,1,0,0
2025-08-17,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,538.1324,6,8,3,2025,1,0,0
2025-08-18,PH0025,Perméthrine Lotion,DERMA,Dermatologie,10.9201,527.2123,0,8,3,2025,0,0,0
2025-08-19,PH0025,Perméthrine Lotion,DERMA,Dermatologie,9.8856,517.3267,1,8,3,2025,0,0,0
2025-08-20,PH0025,Perméthrine Lotion,DERMA,Dermatologie,9.5245,507.8022,2,8,3,2025,0,0,0
2025-08-21,PH0025,Perméthrine Lotion,DERMA,Dermatologie,15.9477,491.8545,3,8,3,2025,0,0,0
2025-08-22,PH0025,Perméthrine Lotion,DERMA,Dermatologie,26.8285,465.026,4,8,3,2025,0,0,0
2025-08-23,PH0025,Perméthrine Lotion,DERMA,Dermatologie,30.5438,434.4822,5,8,3,2025,1,0,0
2025-08-24,PH0025,Perméthrine Lotion,DERMA,Dermatologie,0.0,434.4822,6,8,3,2025,1,0,0
2025-08-25,PH0025,Perméthrine Lotion,DERMA,Dermatologie,20.5173,413.9649,0,8,3,2025,0,1,0
