AR_Ref,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
PH0086,550.0422,561.6338,573.4751,248.0667,567.7822,357.7276,269.2724,626.4148,447.1671,512.162,375.8867,502.6037,291.18940000000003,404.5763,434.2613,343.7387,453.2049,382.7951,379.6633,224.4696,585.3164,423.914,589.6367,434.181,246.8714,565.9476,349.99559999999997,404.0044,461.2096,215.6695
PH0087,155.5049,120.66420000000001,212.865,204.22220000000002,205.3727,194.0272,217.7334,197.67010000000002,180.7229,205.8482,233.0846,180.2178,219.4283,246.0803,190.5582,199.3991,182.2647,180.4381,196.09120000000001,180.76069999999999,182.5413,261.0515,182.3824,238.543,223.3435,247.4547,228.0402,168.9753,202.2304,128.9443
PH0088,139.2588,125.6167,103.1812,145.5084,109.4449,99.6611,110.9008,139.8225,123.04220000000001,138.3283,103.56530000000001,132.29919999999998,135.81459999999998,109.7993,115.06960000000001,118.3519,108.503,106.3873,127.0696,131.2944,106.8927,105.4722,126.3023,121.3489,105.5215,107.04509999999999,114.0629,114.8712,113.75919999999999,38.3678
PH0089,534.9588,525.975,534.3549,427.18149999999997,469.5298,461.4336,372.0096,493.0695,522.0634,599.1885,398.955,461.2804,544.8744,472.7567,491.6606,576.6474,534.5517,392.7155,484.8046,414.9891,612.1811,586.6471,478.2053,516.5193,622.2873,412.5154,429.6445,479.85290000000003,460.1961,237.2331
PH0090,521.687,469.33979999999997,182.5131,213.8582,201.9204,226.7786,261.9773,206.1389,193.6242,457.0374,337.7315,504.977,417.57349999999997,433.4993,220.788,203.1557,225.4138,202.2537,259.0263,200.781,201.3284,516.5973,403.9996,471.0,525.0,428.0,159.0784,196.2894,238.453,89.0129
PH0091,748.6793,306.39889999999997,140.4739,163.5314,97.4146,129.469,128.6016,153.6839,102.7527,164.9223,376.5705,319.0,189.0256,496.7384,130.7115,129.6492,97.5351,111.7269,145.6458,124.974,114.40090000000001,143.5718,324.0464,299.0,426.3177,393.0276,131.0175,154.0505,153.0249,48.241600000000005
PH0092,123.4977,110.5257,125.0371,126.2662,124.1799,128.1533,128.1123,127.1335,111.5872,93.2408,111.4907,98.3389,116.8108,102.8395,114.4303,120.213,100.3149,109.3036,121.27459999999999,117.2568,116.4957,136.1509,105.5605,111.1852,133.0791,111.2718,124.4714,110.9491,101.3327,43.423
PH0093,193.5508,150.2094,192.2916,185.9276,147.0306,230.243,245.6105,129.74079999999998,256.3957,266.8013,246.7699,257.9009,154.8263,183.2466,219.6167,171.766,208.2974,213.8496,188.9253,217.4725,231.2759,144.0035,293.0245,269.9137,248.2993,142.9504,291.3157,187.75300000000001,227.6288,97.0514
PH0094,488.676,243.32399999999998,212.0,313.0,380.44280000000003,306.55719999999997,295.71090000000004,287.90319999999997,381.616,321.3141,329.1369,247.0611,409.2578,243.0,515.4009,285.98,358.8383,292.7127,400.3746,360.6935,315.0,299.0,278.0,432.861,422.4206,397.8908,257.8276,406.1142,345.2477,175.6381
PH0095,555.2666,350.5698,444.1636,382.5935,501.5518,256.8547,581.156,472.2772,528.749,409.2662,481.5516,453.7741,441.6124,445.6135,416.5377,380.4623,632.7456,447.1419,538.0783,472.0342,355.4034,435.5966,586.7925,409.5667,607.5134,289.71590000000003,535.4114999999999,419.8319,284.3353,166.25879999999998
PH0096,771.0,447.0,118.7419,133.20759999999999,124.7913,149.9621,144.8222,122.4549,133.5127,142.629,474.1877,381.7792,299.2345,297.272,135.0751,128.77,134.73409999999998,150.0005,139.4976,103.2721,138.6135,127.9017,690.6828,266.1806,559.0058,356.1549,128.932,146.796,137.9801,49.077600000000004
PH0097,590.3739,497.7367,398.8917,387.4793,309.5184,294.9355,396.0645,474.0,471.4079,349.5332,325.1317,335.2903,414.44849999999997,365.676,489.0321,433.614,330.8663,392.2177,407.9268,397.47520000000003,332.38030000000003,441.0,295.0,377.0965,309.9035,246.0,461.0,449.6938,286.5138,114.1045
PH0098,98.9263,104.14620000000001,114.1034,114.1837,115.3053,115.6424,144.6127,130.1141,127.4085,133.1094,106.3513,121.731,115.1157,103.9466,131.3666,117.3218,125.6754,127.494,121.5331,133.26500000000001,128.7752,98.8094,102.1713,112.6266,117.4462,109.6607,115.78659999999999,100.9328,118.4532,49.8964
PH0099,311.3925,300.8638,312.35089999999997,236.78199999999998,296.605,294.0058,262.6063,290.529,262.4574,294.8901,250.3498,241.4421,264.4233,201.302,247.0489,285.5367,305.0392,220.5459,295.14730000000003,209.1463,294.8269,287.8653,304.9095,323.30719999999997,247.7648,205.2315,275.0825,280.8591,224.5408,108.012
PH0100,544.2558,485.7746,604.8794,538.7244000000001,367.2108,353.251,456.904,410.08979999999997,537.9102,343.4755,495.6169,485.0737,519.2055,349.19190000000003,422.9271,513.0833,410.6656,420.6902,353.0498,290.8988,463.5808,450.7442,502.623,409.67560000000003,397.4981,415.0,430.9021,531.1276,524.9703,160.9142
PH0101,844.524,792.593,161.9741,101.6514,132.168,117.9307,143.4398,148.1242,125.3519,142.344,292.1489,448.4048,345.4134,429.86019999999996,163.7504,125.9072,141.232,147.1003,123.287,151.0405,144.5196,146.8028,661.8019,348.0,373.0,692.0,156.5992,124.5576,141.39170000000001,49.5819
PH0102,112.5046,103.3745,119.0162,137.2104,101.2753,135.5441,121.53150000000001,115.0625,118.2407,115.9218,106.4958,119.8333,127.1453,118.07730000000001,120.05760000000001,113.1684,135.786,97.5024,109.8888,106.8658,119.5581,133.7827,118.4205,129.2894,120.8565,109.2308,115.6053,142.2271,115.0527,48.6004
PH0103,543.3525,586.6529,502.9946,478.0,456.8663,493.9689,523.9039,581.2609,521.7009,318.6629,427.7138,430.9224,429.8686,502.0913,426.8573,405.079,509.0023,452.1015,429.325,589.675,507.6274,380.2589,445.01279999999997,563.5083999999999,593.8488,466.7955,392.7146,365.5892,485.6444,50.1955
PH0104,282.9081,303.6506,291.2895,295.0673,284.4838,253.1927,216.2921,246.8998,216.9711,210.9604,230.8941,191.76500000000001,252.62550000000002,163.9238,254.3531,303.7556,207.6361,220.4385,260.1389,280.3457,187.9435,240.5718,239.462,204.0175,311.6499,190.591,290.8011,315.2271,300.42310000000003,80.7294
PH0105,209.6216,177.8243,197.8818,201.6729,206.1272,309.4017,325.81850000000003,226.4551,126.0266,156.8765,160.7886,179.0035,175.669,125.3679,209.8209,163.6846,173.0136,500.0365,185.5481,319.5535,140.3624,177.6941,199.0365,210.863,149.0538,182.6694,191.017,179.4213,189.2644,103.6864
PH0106,833.4278,651.2545,138.0294,135.1985,141.0345,131.7968,153.3734,165.5677,142.7498,164.5637,489.55675,384.0,433.0,451.6097,140.8116,151.679,131.588,131.2811,145.5135,137.4211,117.38669999999999,143.7196,474.98969999999997,530.6841,658.3071,377.70255,100.4788,141.6418,159.14249999999998,44.7654
PH0107,539.3785,324.30490000000003,513.4828,436.8338,552.0,528.9106,358.9431,633.6489,239.93110000000001,481.16089999999997,483.346,347.3554,535.704,406.0,406.633,323.4199,503.0498,298.8973,558.0337,271.2094,348.802,381.5739,532.1326,513.9396,434.9467,220.6911,426.8904,447.7806,361.21659999999997,174.9929
PH0108,270.5134,272.6021,208.0288,277.1916,272.2854,238.149,236.6019,244.9493,238.8866,280.514,261.4609,275.817,327.9134,185.3879,301.5116,290.7541,368.7116,270.4694,257.219,200.91150000000002,278.6336,237.4879,209.4509,257.7129,291.6318,214.4783,295.8252,272.4688,268.9021,68.82209999999999
PH0109,109.2993,119.47160000000001,104.4882,123.7299,117.4443,92.71629999999999,120.9192,118.5068,130.0833,118.4795,105.91,93.0073,130.6368,101.976,124.7994,116.7186,128.26239999999999,113.5557,96.8587,118.2318,126.9559,119.8563,126.2605,110.2148,118.3659,109.1764,100.625,93.5547,101.3292,48.8717
PH0110,137.3495,94.6243,98.0116,113.78659999999999,126.6143,119.3549,105.2204,131.1659,100.3421,119.6572,127.4483,114.3032,113.5439,101.7571,102.3807,98.2304,99.7447,94.99589999999999,137.9359,122.1463,108.9995,114.7749,108.0457,103.0333,136.2917,118.3456,108.8961,110.5227,110.3985,41.0479
PH0111,231.37290000000002,165.2926,172.2408,325.1769,175.6013,188.6512,203.6037,194.0292,219.3065,269.4883,215.3218,147.2437,254.8329,188.6916,263.2673,245.094,212.7912,257.43399999999997,243.3917,170.9245,209.9118,206.8559,181.0661,266.823,259.9403,143.6653,210.3649,227.6166,177.4381,40.992200000000004
PH0112,539.6984,492.702,439.3903,487.4666,457.7427,458.5064,546.7470000000001,550.0884,518.9863,338.4525,538.0087,442.4576,524.8149,308.9207,327.5613,574.3505,332.5352,643.745,552.0426,520.7829,337.15840000000003,417.84159999999997,407.9533,488.0467,444.3894,399.6106,398.3552,443.775,384.3152,217.4782
PH0113,597.7158,494.0458,412.6869,364.1593,545.1736,351.8553,393.3633,505.0,357.8075,599.6344,468.8529,488.1408,455.3728,257.71,584.7407000000001,269.2941,493.46320000000003,522.3251,416.3059,461.6501,389.7025,526.8113,303.6589,480.4126,558.4115,481.2291,362.3684,549.5644,313.7053,239.758
PH0114,126.2529,122.7791,129.663,125.70439999999999,134.8529,128.6019,118.6506,107.70349999999999,109.9454,135.5382,117.2737,92.7837,85.8706,117.75,126.3885,117.1428,124.50959999999999,131.0123,138.7178,118.2005,107.4246,128.6867,112.2201,109.2548,120.99680000000001,102.0176,116.05799999999999,119.5414,116.8244,48.3469
PH0115,219.293,192.27439999999999,208.8564,201.5874,239.8333,204.0213,614.8331000000001,306.5898,207.8226,219.3815,196.8492,159.95499999999998,215.6209,172.6105,182.7106,207.4564,176.6036,428.8378,462.18219999999997,324.0491,229.3709,146.2271,219.5882,213.0298,200.5889,172.7244,214.2747,172.4303,193.0225,206.3641
PH0116,566.9631,560.0177,456.2335,559.2935,527.764,511.9287,665.5632,502.3159,241.5751,538.2615,381.5824,462.7861,570.7476,425.906,363.0617,529.0116,506.6626,445.6308,632.0509,244.3736,611.6153,614.8576,393.603,430.8983,635.8621,402.323,422.4998,637.1379000000001,306.82,180.4779
PH0117,111.53059999999999,117.5934,125.6467,119.6956,142.5096,122.3755,120.833,97.6894,106.4572,115.7805,135.1867,124.5784,143.7902,98.7487,112.7321,126.1771,126.9179,115.0222,124.8566,110.0134,115.12389999999999,146.1044,110.6821,136.6852,110.7277,108.1738,131.3681,90.26,113.7769,41.0201
PH0118,183.4262,198.26919999999998,271.9834,296.82,188.4866,363.5641,228.1384,183.796,126.883,184.3836,239.9836,174.9404,178.547,118.3836,251.7162,164.7662,225.8918,307.0207,273.2508,182.0596,238.63400000000001,133.0878,181.4157,148.3053,165.74439999999998,137.5024,160.4943,128.5057,191.3438,87.9538
PH0119,149.3261,103.8765,113.6478,143.6916,127.8999,139.2396,113.6293,135.824,127.7952,104.0858,137.6638,111.9226,111.5958,125.3845,117.6623,122.086,96.6896,109.2491,118.33109999999999,105.197,122.1091,142.6134,117.1617,115.6128,107.7928,117.8207,109.5803,127.355,102.3429,27.1578
PH0120,111.7215,111.82339999999999,116.3731,125.7172,122.4864,107.9523,116.48179999999999,109.28620000000001,125.03359999999999,97.494,118.43910000000001,113.1912,129.9296,127.7106,106.7131,108.2866,128.3989,92.8495,148.5361,127.3002,109.2168,108.6362,127.8236,148.9398,136.6427,107.8215,104.0522,111.4187,114.7085,35.2037
PH0121,825.91025,457.7448,111.1417,129.938,110.7684,138.5603,152.66490000000002,151.514,139.0422,147.6072,430.7633,302.0,411.68535,261.6973,134.4162,129.0582,155.0591,138.7437,141.7761,117.0635,129.2896,122.90559999999999,329.77465,347.2632,394.1735,539.0,142.63830000000002,157.6318,130.5327,53.4238
PH0122,124.0739,125.50710000000001,103.4083,136.6988,151.3432,115.0085,97.341,118.2483,132.0367,142.6352,109.8703,128.8713,132.5626,123.8599,111.9205,98.5862,108.3238,112.0082,111.2702,106.583,117.1611,121.0076,106.1428,107.2632,136.6769,118.8864,133.4492,126.5915,97.6643,40.7333
PH0123,566.1794,459.879,408.7973,624.1443,420.59180000000003,268.39390000000003,534.0143,388.8159,383.1841,469.8249,345.1751,513.2318,528.3141,494.8017,247.9722,388.6802,542.2899,284.1732,561.5369000000001,485.15160000000003,277.7161,532.1323,453.0126,484.5493,513.173,512.9603,490.713,304.2718,522.3199999999999,77.6169
PH0124,176.5571,193.1487,224.9994,230.0422,207.1849,172.0677,159.7586,112.2414,198.1922,207.8755,112.0958,220.8365,99.714,153.0292,205.112,201.9366,140.7935,223.3187,140.2885,172.4865,125.8177,172.5033,233.1414,146.7892,186.7218,129.3476,229.3282,199.2795,127.889,90.9329
PH0125,186.9758,161.7882,213.94209999999998,273.3361,184.262,199.7409,181.34369999999998,191.8957,198.8418,225.8276,181.2579,220.0703,223.699,252.1123,306.9572,169.7503,207.8123,172.58520000000001,170.9655,254.24439999999998,198.76579999999998,284.1066,166.9066,123.3364,193.3623,234.5781,161.1599,239.0329,230.3256,81.0996
PH0126,140.7387,102.4041,91.7992,134.5815,124.4208,107.4664,110.3552,103.7133,127.10549999999999,125.4926,121.0085,111.78580000000001,118.7355,92.4816,153.5209,114.9551,118.7502,113.9402,144.2036,106.1006,125.6891,110.4661,113.6764,110.28229999999999,101.8606,106.40520000000001,119.1944,126.7477,117.6527,36.4885
PH0127,125.4035,117.9799,96.8391,117.8964,130.1777,113.6783,112.2882,129.9255,109.03020000000001,124.5674,121.6482,136.8806,111.4717,117.2136,116.1867,112.6002,129.0306,107.0596,131.5654,120.2511,127.2253,132.0319,128.8623,124.79820000000001,122.7048,118.4515,123.5289,106.7914,110.619,44.743700000000004
PH0128,620.4838,450.5162,346.93,309.4026,333.6674,387.7402,480.8003,370.4595,388.0,398.0,335.0,388.0,526.3791,363.6209,361.3218,285.4674,267.7776,279.70210000000003,389.99330000000003,249.2516,307.4136,228.3141,547.366,367.3925,364.0165,405.9835,313.0,361.61199999999997,309.8564,186.703
PH0129,245.3638,212.24349999999998,198.8173,248.382,287.7677,188.2584,256.8995,249.5432,243.71769999999998,166.6182,174.84,198.7772,115.2396,172.5118,140.2292,243.1683,188.6377,277.3077,277.3111,185.3416,244.904,205.7634,252.2416,236.579,193.2959,163.6626,240.255,214.4418,237.8594,73.42
PH0130,556.0,269.8568,194.1755,230.1263,188.0684,230.7998,188.4839,239.4064,200.7339,356.8872,191.9715,435.2796,283.7231,518.3127000000001,135.1419,195.2656,220.3313,142.0367,230.6705,213.8671,242.4563,434.4055,320.5278,463.4693,439.8432,438.1597,224.171,235.6736,221.7238,66.2014
PH0131,865.0,598.3243,107.6199,117.5782,117.05799999999999,146.293,143.3311,118.8276,149.5932,135.6608,482.4612,555.6106,358.71590000000003,496.6926,155.0365,139.0647,140.4524,112.9926,106.1661,132.3154,124.949,146.4671,613.3949,401.1613,585.1636,483.8286,106.9805,158.6931,142.65800000000002,55.703900000000004
PH0132,247.8077,258.8059,222.6206,345.6872,258.80129999999997,270.3205,259.6886,263.4708,257.887,324.6487,187.5186,264.9352,269.213,223.1835,214.5238,234.0823,252.6388,256.1665,324.7401,256.9187,272.6534,198.5479,261.8522,313.9056,243.6629,226.758,188.9612,214.5766,219.2644,103.24520000000001
PH0133,218.7197,235.833,270.5328,115.6866,270.0903,200.816,276.5943,225.225,287.5645,313.1075,177.85850000000002,195.9398,231.032,126.2623,282.1241,128.3539,274.6284,219.1863,234.0857,189.2269,215.9169,242.67860000000002,217.1439,238.2123,290.0662,154.00740000000002,199.4249,208.3202,316.9674,96.7105
PH0134,232.3867,250.0292,263.9464,221.8875,281.2544,231.54,287.9232,250.0788,261.4426,289.2825,231.995,200.2251,251.7397,251.1028,321.2805,307.6281,286.9617,276.5154,276.6239,272.1565,287.51030000000003,277.2114,306.7635,259.1832,230.1455,251.7086,265.5254,297.2861,252.68959999999998,95.3213
PH0135,659.104,477.25620000000004,370.7896,490.716,328.3737,485.1205,539.7771,452.1279,251.15290000000002,400.5821,445.74649999999997,318.477,414.4886,343.2974,368.9905,364.0,353.2831,350.5664,439.8607,493.0477,460.2875,501.2545,374.3475,459.5516,479.6797,495.7927,298.7128,511.3008,435.7444,125.57060000000001
PH0136,102.1743,100.4109,131.884,133.0729,114.8113,110.5653,132.6525,109.0148,125.1842,123.3896,119.79429999999999,116.7281,132.2192,80.4876,129.1268,124.985,137.6159,114.5914,144.8808,137.7472,121.3934,108.4021,126.8089,130.832,119.34740000000001,119.8765,121.7012,137.16490000000002,94.6905,53.0587
PH0137,282.1948,267.5629,223.6048,197.2262,182.263,295.8542,123.1779,218.4908,176.76239999999999,229.167,203.2111,230.6732,220.9409,152.7834,106.51219999999999,154.0308,196.99099999999999,232.5601,287.5937,200.6424,222.16570000000002,219.6209,182.5113,200.1643,285.93510000000003,150.986,207.7387,193.0935,218.1753,73.8903
PH0138,131.1034,117.3081,100.028,104.2654,156.89690000000002,127.56269999999999,127.4793,127.17360000000001,101.53,148.8966,128.8446,140.833,117.4165,90.9763,116.5841,138.7455,105.9007,115.6396,121.4469,125.062,109.3064,120.7122,133.6124,143.4078,103.3022,109.00030000000001,123.1852,127.6075,113.4965,44.025800000000004
PH0139,275.5362,247.514,285.3162,257.3054,306.514,208.6022,307.7779,251.2452,184.30349999999999,280.3572,250.83440000000002,331.6938,196.5705,221.4295,233.7822,160.2408,273.6517,177.7504,296.8134,185.6917,271.9445,220.488,242.62040000000002,170.2018,282.9302,155.8881,231.2844,270.3547,322.2591,92.1444
PH0140,540.9362,522.3114,508.1839,483.8872,581.5117,370.8614,346.2503,470.9078,437.95730000000003,393.1928,502.533,311.467,367.0,466.119,618.881,315.7762,560.1563,484.8012,450.7111,473.5552,336.2304,303.528,375.2416,465.89979999999997,471.10020000000003,442.98040000000003,397.1297,469.7002,539.1897,143.9788
PH0141,863.1048,875.4352,157.0696,138.6722,146.6285,129.451,112.8889,132.2357,144.7763,139.2811,371.4329,604.9831,455.47950000000003,354.5612,138.2023,135.7603,146.405,160.6412,130.1376,159.4317,168.5203,160.5006,560.7653,606.1229,557.4177,506.75870000000003,117.997,138.8453,148.3035,56.3559
PH0142,233.403,195.0939,251.0931,259.2709,276.616,160.7547,257.5474,205.6594,253.6718,246.296,134.968,176.04760000000002,229.3559,161.6666,209.6293,215.96200000000002,219.44920000000002,129.34539999999998,230.5803,132.5895,204.392,142.3578,165.4681,251.4101,256.4806,240.7628,224.1655,290.6839,191.5959,53.8745
PH0143,122.3626,86.2189,137.8184,127.6374,105.8658,107.6764,121.2642,148.3879,121.73,118.5512,108.9695,134.0258,113.2947,99.2037,111.6799,108.867,104.1661,133.6581,126.1855,107.9799,118.5558,107.59960000000001,117.2433,113.0347,119.8998,120.6872,106.46300000000001,118.9872,132.8639,42.428399999999996
PH0144,308.0588,147.7871,186.1646,197.9255,200.98909999999998,179.5012,229.2498,247.8932,213.1442,193.0117,258.3075,209.38139999999999,207.3681,105.6048,176.0948,136.5182,243.5411,124.53960000000001,198.33089999999999,123.58840000000001,267.7071,208.1287,131.0214,196.4389,226.1193,184.8434,245.4315,173.4953,193.6218,38.7216
PH0145,135.6381,139.9786,106.8368,89.3644,132.1301,122.2189,132.0746,132.5904,124.1261,131.4495,146.7851,130.9372,129.3826,89.7688,108.3608,120.3238,133.5651,150.31369999999998,134.5568,123.4255,117.4898,119.3694,105.2374,112.4418,107.6186,103.366,133.4805,123.1127,102.54639999999999,37.1532
PH0146,273.888,247.5501,253.1504,183.6778,223.3905,243.6393,207.084,244.5472,210.2878,228.0601,256.5615,284.7437,213.6097,209.1385,276.749,164.116,188.315,237.1927,199.0226,228.1847,222.0678,245.8195,279.3282,215.8659,136.5239,232.8979,205.4966,258.4219,153.2761,35.3245
PH0147,292.5573,221.6434,260.8427,292.4462,284.9761,245.2991,209.65,307.5537,225.0054,258.0261,202.3276,248.7485,233.2848,241.147,210.6272,282.7213,272.1436,262.5815,308.7673,270.6512,186.0193,310.3261,257.055,268.3136,312.286,277.0063,159.6543,323.1857,221.1042,108.08850000000001
PH0148,294.00690000000003,244.2625,275.5194,284.693,281.5499,301.42470000000003,264.6701,273.8239,247.69650000000001,250.9741,217.582,277.5692,270.2278,164.2767,271.5495,326.992,244.1818,256.5463,277.8661,220.11599999999999,281.0128,283.0063,245.9528,204.4997,280.458,179.542,236.3538,216.6462,252.8197,97.9439
PH0149,127.69760000000001,104.2555,136.0158,106.25540000000001,130.2116,116.1553,127.7692,118.0358,124.2949,134.7251,107.1437,126.2628,114.1622,112.9399,96.4787,109.9913,99.6052,98.1052,106.2607,75.3773,113.2568,68.4883,122.2949,103.3354,112.0883,111.7517,80.2767,120.3565,116.9081,32.1616
PH0150,123.121,116.0791,128.1746,142.8362,103.92830000000001,147.9434,139.7228,115.2632,109.9258,139.6118,108.5025,125.5855,109.5635,127.0659,109.865,145.3115,129.4469,136.3401,112.6268,109.6504,125.3479,128.6562,101.4923,116.74889999999999,129.4989,89.9618,108.517,117.6641,114.5115,25.160800000000002
PH0151,636.4346,603.7385,70.5822,164.4041,133.5376,108.8009,142.0721,122.17150000000001,111.3921,140.43529999999998,803.5087,643.2912,485.3324,317.3585,121.8832,126.9993,141.5776,141.6658,167.3194,152.8022,133.1626,142.0675,594.6358,458.4237,409.07460000000003,556.1162,138.0248,135.9574,134.8319,36.0668
PH0152,111.7383,126.3352,104.1574,103.9825,126.2967,126.7055,122.1774,125.795,131.7388,123.4967,115.0556,110.2732,110.0412,107.134,98.07560000000001,131.451,108.7264,107.0272,118.3982,125.1554,117.3122,108.3359,128.461,127.7565,130.7838,116.1821,139.4447,105.1225,135.36860000000001,47.3051
PH0153,114.0897,107.3958,131.7803,118.5852,145.1107,118.7547,124.9132,113.1297,107.81,138.0413,118.9028,124.6845,110.6289,122.9521,139.773,109.2507,115.7929,133.2211,111.3,119.1415,132.8004,131.1625,108.6298,129.1294,112.562,120.2984,107.9475,131.5236,99.7038,36.0777
PH0154,115.1058,140.8028,130.9342,102.4255,127.34649999999999,128.6465,128.7015,131.4682,121.6598,106.19030000000001,118.8043,119.3746,119.4695,91.47919999999999,101.9972,111.5211,148.1582,109.0289,108.6277,123.66040000000001,117.0222,102.7588,119.1148,146.6108,108.96770000000001,137.6772,116.38889999999999,137.2222,127.9862,32.0737
